title,price,rating,reviews,ASIN,Manufacturer,URL,description
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy,"₹1,049.00",,"5,988 ratings",B07G4JQX2F,Gear Merchandise PVT LTD,https://amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0519/dp/B07G4JQX2F/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1675417014&sprefix=ba%2Caps%2C283&sr=8-81,"Outer material: synthetic, color: navy. USB and headphone cable slot. With Rain Cover : No    Waterproof. Size:18 inch; Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)    Number of compartments: 2. External bottle pocket    Laptop compatibility: yes, laptop size: 16strap type: adjustable. Anti theft waterproof bag with anti sweat fabric on back and shoulder straps    Special Features: Back Padding; Closure Type: Zipper; Pocket Description: Utility Pocket; Age Range Description: Adult    Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,2 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot ."
ZIPLINE Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,₹843.00,,711 ratings,B08WQ668WJ,Atulitu Agency,https://amazon.in/Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1675417014&sprefix=ba%2Caps%2C283&sr=8-82,"Size:18*13*9 inch(L*W*H), Capacity: 36L which is bigger than others of the same style. Good size for Business, College, camping, travel, shopping, hiking, climbing, Stylish backpack for men and women.; This soft Zipline backpack is classic, nice & modern look and feel, back pack shows your outstanding temperament; Pocket Description: Utility Pocket; Pattern Name: Solid; Pattern Name: Solid; Pocket Description: Utility Pocket     Compartment Description: Not Laptop Compatible; Special Features: Light-Weight     Age Range Description: Adult"
ZIPLINE Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag Weekend Bag,₹843.00,4.0 out of 5 stars,"4,940 ratings",B07XVMR33Q,Atulitu Agency,https://amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1675417014&sprefix=ba%2Caps%2C283&sr=8-83,"MULTI-FUNCTION COMPARTMENT: ZIPLINE backpack features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more,    DURABLE MATERIAL: Superior quality durable ECO Friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities    COMFORTABLE DESIGN: Our backpack's ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the backpack comfortable to wear even when loaded with all your gear; Compact:Backpack has a roomy Three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.    Size:18*13*9 inch(L*W*H), Capacity: 36.5L which is bigger than others of the same style. Good size for school, camping, travel, shopping, hiking, climbing, vintage backpack for men and women.; Age Range Description: Kid; Special Features: Water Bottle Umbrella Pouch; Pocket Description: Utility Pocket    Compartment Description: Not Laptop Compatible; Warranty Description: 1 Year From The Date Of Purchase"
Lenovo Slim Everyday Backpack,₹839.00,,"2,631 ratings",B08R7RPVJF,Lenovo,https://amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1675417014&sprefix=ba%2Caps%2C283&sr=8-84,"Slim, compact & sturdy: Minimal and compact design for professionals: Joint material design, durable, water-resistant polyester material. The padded shoulder straps, handle, and back panel provides protection and all-day comfort    Smooth zippers that never jam or break    Style meets Function: Minimal & compact design, stores and protects laptops up to 15.6-inches. Ideal for students and professionals looking for a stylish and compact backpack for daily use    Spacious storage with easy organization: Inside, you'll find a laptop sleeve, a tablet pocket, a roomy front workstation, and two side pockets for quick access to your other essentials    The padded shoulder straps, handle, and back panel provides protection and all-day comfort."
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L","₹1,196.00",4.2 out of 5 stars,"2,166 ratings",B078JVT384,Cosmus,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTYyNzIwNjE2OTU5NDU0OjE2NzU0MTcwMTQ6c3BfYnRmOjIwMDQzMzIxMTM2NjA2OjowOjo&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JVT384%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417014%26sprefix%3Dba%252Caps%252C283%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Care Instructions: Hand Wash Only    Large multi-compartment backpack with a padded sleeve for laptops, Holds up to 15 inches Laptop     Water Resistance PU Coated Durable Fabric, with padded back section for comfortable carry     Front Organizer compartments for pens, keys, and cell phone     Age Range Description: Adult; Strap Type: Cross-Body; Warranty Description: Warranty: 1 Year Warranty Against Manufacturing Defects.; Pattern Name: Solid; Closure Type: Zipper; Water Resistance Level: Water Resistant; Pocket Description: Utility Pocket"
Cosmus Darwin 29 litres Office Backpack - Sleek Everyday use Backpack - Black,"₹1,159.00",,"9,844 ratings",B01FU4B9JG,,https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTYyNzIwNjE2OTU5NDU0OjE2NzU0MTcwMTQ6c3BfYnRmOjIwMDIxMTk5MDEwODA2OjowOjo&url=%2FCOSMUS-Polyester-Black-Laptop-Backpack%2Fdp%2FB01FU4B9JG%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417014%26sprefix%3Dba%252Caps%252C283%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2 Large Compartments + 2 Easy access front Pocket with organizersection & 2 mesh side pocket    Made in India. Outer Fabric: Durable PU coated water resistance Polyester Fabric.    Well cushioned Laptop compartment for upto 15.6 inch Laptop    Weight: 780gm; Dimensions: 14 x 18 x 7 inches (WxHxD); Warranty: 1 year Warranty against manufacturing defects.    Lining Description: Polyurethane; Water Resistance Level: Waterproof; Special Features: Bottle Holder; Age Range Description: Adult; Closure Type: Zipper; Pocket Description: Utility Pocket
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",₹998.00,3.9 out of 5 stars,684 ratings,B01LXNNFDF,Backpack International Pvt Ltd,https://amazon.in/sspa/click?ie=UTF8&spc=MToxNzI0MjI1ODc3MDY1NzUzOjE2NzU0MTcxMjQ6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417124%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"Laptop Compatibility: Yes, Laptop size: 15.6 inches    Outer Material: Polyester, Color: Black    Water Resistance: Water resistant    Dimensions: 33 cms x 17.5 cms x 47 cms (LxWxH)    Warranty type: Manufacturer; 12 months warranty against manufacturing defects"
NORTH ZONE 30 ltrs ( Cms) backpack(INVALID DATA_grey),₹599,,33 ratings,,B0BH8S9QGH,https://amazon.in/sspa/click?ie=UTF8&spc=MToxNzI0MjI1ODc3MDY1NzUzOjE2NzU0MTcxMjQ6c3BfYXRmX25leHQ6MjAwODIzOTcyMTM4OTg6OjA6Og&url=%2FNORTH-ZONE-backpack-INVALID-DATA_grey%2Fdp%2FB0BH8S9QGH%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417124%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"KEY FEATURES - Black Colour Laptop Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.     Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. IMPORTANT NOTE: We do NOT provide Free Portable Charger with the Bag     Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the sides of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.     Essence of Fur Jaden - We craft signature Laptop Backpacks and Casual Backpacks that are young, vibrant and fashionable, and yet a celebration of timeless style, luxe and sophistication. We strive to make thoughtful designs that are high on aesthetics as well as on utility and functionality.; 100% Genuine NORTHZONE Men products, 10 days No Question asked replacement guarantee from the date of delivery     Age Range Description: Adult; Color Name: Grey; Lining Description: Polyester; Pattern Name: Solid; Material Type: Polyester"
VIP Polypropylene 48 Cms Travel Bag(DFENDEBRN_Brown),₹899.00,,334 ratings,B0B527KJQZ,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",https://amazon.in/VIP-Endura-Puller-Brown-Duffle/dp/B0B527KJQZ/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1675417124&sprefix=ba%2Caps%2C283&sr=8-83,"Padded, Comfortable Shoulder Strap    Easy access front pocket    Soft Grip handles    Stylish Design"
ALIZA Women's Tote Bag,₹403.00,4.0 out of 5 stars,"7,625 ratings",B08JJ8RQNR,B08JJ8RQNR,https://amazon.in/ALIZA-Womens-Tote-Bag-Black/dp/B08JJ8RQNR/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1675417124&sprefix=ba%2Caps%2C283&sr=8-84,One compartment ( Number of Pocket.3)    Size: Large / Looked: Beautiful Messenger/Tote bag    Outer Material Type: Polyurethane
"Tabelito® Casual Laptop Bag 15.6-inch(39.6cm), 25 LTR Water Repellent Backpack Office College School Business Travel Bags for Men Women Boys & Girls (Blue)",₹549.00,4.2 out of 5 stars,"1,499 ratings",B08Y3KCN32,,https://amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y3KCN32/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1675417124&sprefix=ba%2Caps%2C283&sr=8-85,"PERFECT SIZE & STORAGE SPACE: Laptop backpack with perfect size to hold things and your 15.6 inch laptop or 15 inch, 14 inch Laptop. Convenient main pockets for iPad, charger, binders, books, clothes, ect. Inside pockets keep your wallet, phone. bags for women / kids school bag / college bags for boys / laptop backpack    Front two slanted pocket perfect for quick finds such as your ID for work. keys for open door, two side pockets for water bottle and compact umbrella make your items organized. it can be use as school college bags for girls / backpack for men /backpacks for women . you can use it as a gift for men . bags for travelling    COMFY & STURDY: Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men. office bag for women .    Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and college bag for men etc;    MULTIPURPOSE & SIZE: 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers."
F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black),"₹1,168.00",,202 ratings,B071XJ6XV5,Uber Fashion Merchandise Pvt. Ltd.,https://amazon.in/F-Gear-Tycoon-Laptop-Backpack/dp/B071XJ6XV5/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1675417124&sprefix=ba%2Caps%2C283&sr=8-86,Both Professional and Stylish    Large zippered main compartment with laptop sleeve up to 17”.    Adjustable straps fit perfectly over the shoulders    Size-(LxHxW) Cm-(31x46x21) Cm    It Comes With the F Gear Promise of Quality
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan,₹999,,"2,268 ratings",,Gear Merchandise PVT LTD,https://amazon.in/Classic-Leather-Laptop-Backpack-LBPCLSLTH1901/dp/B07G4CYC74/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1675417124&sprefix=ba%2Caps%2C283&sr=8-87,"Outer material: synthetic, color: tan; Waterproof    Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)    Number of compartments: 2    Laptop compatibility: yes, laptop size: 16strap type: adjustable    Age Range Description: Adult; Special Features: Back Padding; Pocket Description: Utility Pocket; Closure Type: Zipper    Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,2 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot ."
Lavie Women's Nova Tote Bag | Ladies Purse Handbag,₹824.00,4.2 out of 5 stars,"7,318 ratings",B07MXNWTB2,Bagzone Lifestyle Pvt Ltd,https://amazon.in/YuvKuz-TM-Infocus-Digitizer-Assembly/dp/B07MXNWTB2/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1675417124&sprefix=ba%2Caps%2C283&sr=8-88,"Lavie Malnov tote is a stylish offering for ladies. It is durable, light weight and super spacious. Made from vegan leather, this large hand bag comes in Herringbone, Woven and Croco texture pattern at the front.    Woven Texture- 45 cm in length x 12 cm in width x 35 cm in height    Malnov hand bag has a top zip closure for safety and comfort. The interior has 2 slip pockets along with 1 zip pocket providing plenty of storage space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer and a pair of clothes.    This latest tote is perfect for women to carry for a weekend getaway or even a day at the mall for shopping. It can be paired with formal pants & blazer as well as with a basic crop top and jeans. This spacious and sturdy bag makes for a perfect gift for all your occasions.    The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage."
Protecta The Professional Laptop Bag Briefcase for Laptops with Screen Size Up to 15.6 Inch (Black & Indian Geometric Print),₹699.00,,"1,382 ratings",B07GNCRCP4,Protecta Inc,https://amazon.in/Protecta-Professional-15-6-inch-Briefcase-Geometric/dp/B07GNCRCP4/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1675417124&sprefix=ba%2Caps%2C283&sr=8-89,"Made with Love in India.    Constructed Using Water Repellant High Quality Polyester & top-notch Hardware.    Extremely Slim, Intelligent Design - Easy to Handle, yet Ample Space for Daily Essentials    Well Padded Laptop Compartment, Designed for Laptops with Screen Size Between 14 to 15.6 Inches.    Carry Using the Grab Handles or On-Shoulder using the Included, Comfortable Shoulder Strap."
Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,"₹1,049.00",,"1,404 ratings",B07G4F3758,Gear,https://amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1675417124&sprefix=ba%2Caps%2C283&sr=8-90,"Outer material: synthetic, color: Tan    Waterproof, Capacity: 27 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH)    Number of compartments: 2; Laptop compatibility: yes, laptop size: 16strap type: adjustable    Warranty type: Manufacturer; one year warranty against all manufacturing defects, workmanship, assistance during time of claim of warranty    Closure Type: Zipper; Special Features: Back Padding; Age Range Description: Adult; Pocket Description: Utility Pocket    Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .    Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot ."
"VOKAN Laptop Backpack bag men With USB Charging Port, Water Resistant 30L (Black)",₹699.00,,,B0BQ3ND145,B0BQ3ND145,https://amazon.in/sspa/click?ie=UTF8&spc=MToxNzI0MjI1ODc3MDY1NzUzOjE2NzU0MTcxMjQ6c3BfbXRmOjIwMTE0NjA4MDA4Mzk4OjowOjo&url=%2FVOKAN-Laptop-Backpack-Charging-Resistant%2Fdp%2FB0BQ3ND145%2Fref%3Dsr_1_91_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417124%26sprefix%3Dba%252Caps%252C283%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Multi-Organized Compartments and Pockets: One separate padded laptop compartment holds more then 15.6 Inchs Laptop. One spacious storage compartment for Daily necessities, electronics accessories, like pen, keys, Head phones, Books, Small daily items, etc.. Front compartment with many pockets which is perfect for some quick-access objects making your essentials organized and easy to find.    Laptop Backapck bag for men casual    backapck for men    men backpack    men bag"
"Tabelito® Volt Casual Laptop Backpack/Office/School/College/Business/Unisex Travel Backpacks Compatible with 15.6 inch Laptop 30 L Waterproof Boys & Girls, Blue-(6 Month Warranty)",₹599.00,,38 ratings,B0BML8MB65,,https://amazon.in/sspa/click?ie=UTF8&spc=MToxNzI0MjI1ODc3MDY1NzUzOjE2NzU0MTcxMjQ6c3BfbXRmOjIwMTE2Njk3MTgxODk4OjowOjo&url=%2FTabelito%25C2%25AE-Backpack-Backpacks-Compatible-Waterproof%2Fdp%2FB0BML8MB65%2Fref%3Dsr_1_92_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417124%26sprefix%3Dba%252Caps%252C283%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"VOLT Laptop Backpack for Travel, Business and Work with Lots of Space & Pockets --- Separate laptop compartment that can accommodate laptops up to 15.6 inches, and large main space with store books, wallets, clothes and other daily necessities. Multifunctional pockets in the main compartment can hold pens, cards, keys, etc. to keep your belongings in order. The external front zipper and two side pockets are also good choices for water bottle or umbrella.    The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass. Dimension(L*W*D): 44*32*16 cm    Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.    Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics.    Made In India: TABELITO VOLT Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks.The Tabelito Delta casual backpack comes with 6 month of warranty"
American Tourister Polypropylene Hard 68 cms Luggage- Suitcase(LG4 (0) 08 002_Iron Grey),"₹2,899",4.0 out of 5 stars,152 ratings,,Samsonite South Asia Pvt Ltd,https://amazon.in/American-Tourister-Polypropylene-LG4-08/dp/B0BB2LX7LW/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1675417124&sprefix=ba%2Caps%2C283&sr=8-93,"Boxy shape for maximum volume and retractable top and side handles for comfort    Dual texture with matte finish and 3 digit fixed combination lock for extra security    Cross ribbons in bottom compartment and U-shaped pocket for maximum packing space    Sturdy and lightweight, with 360-degree smooth rolling wheels    50-50 packing makes organization and segregation easier"
Lenovo Casual Laptop Backpack B210 15.6-inch(39.6cm) Water Repellent Black,"₹1,011.00",4.2 out of 5 stars,"53,054 ratings",B075Y72PHZ,,https://amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17225/dp/B075Y72PHZ/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1675417124&sprefix=ba%2Caps%2C283&sr=8-94,"Compatible With 15.6"" Laptop : The Lenovo B210 Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 453g.    High Quality, Durable and Water Repellent Fabric : This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items    Convenient Travel : Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use. Fits Up To (L x D x H) 255 x 22 x 362 mm    Conveniently Placed Padded Laptop Compartments and Packets : The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.    High Quality, Casual yet Stylish Design : Very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop    There might be minor color variation between actual product and image shown on screen due to lighting on the photography    In the Box : 15.6-inch Backpack    Country of Origin: China"
Gear Triumph 26L Water Resistant School Bag//Backpack/College Bag for Men/Women - Navy Blue,₹799.00,4.2 out of 5 stars,"5,375 ratings",B00VWM11HQ,Gear Merchandise PVT LTD,https://amazon.in/Gear-Beige-Casual-Backpack-BKPTRMP520522/dp/B00VWM11HQ/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1675417124&sprefix=ba%2Caps%2C283&sr=8-95,"Outer Material: Polyester, Inner Material: Polyester, Color: Navy Blue and Beige; Anti-sweat fabric on inner-side of shoulder straps    Wear Resistant: Wearproof, Water Resistance: waterproofDimensions: 32 cms x 18 cms x 47 cms (LxWxH)    Capacity: 26 liters, Weight: 0.534 Kg    Number of compartments: 3; Strap Type: Adjustable    Age Range Description: Adult; Pocket Description: Utility Pocket; Style Name: Traditional Backpacks; Closure Type: Zipper; Special Features: Back Padding"
Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),"₹1,695.00",,"3,184 ratings",B012D4QWES,Wildcraft,https://amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903340000000/dp/B012D4QWES/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1675417124&sprefix=ba%2Caps%2C283&sr=8-96,"Outer Material: Polyester, Color: Blue    Water Resistance: Water resistant; Dimensions: 36 cms x 13 cms x 50 cms (LxWxH)    Number of compartments: 3    Laptop Compatible: Fits up to 15.4 laptop    Light Weight    Note : Laptop compartment has no strap"
Nivia Polyester String Bag,₹171.00,4.1 out of 5 stars,968 ratings,B071XM6PSM,,https://amazon.in/Nivia-5177BK-Polyester-String-Black/dp/B071XM6PSM/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1675417124&sprefix=ba%2Caps%2C283&sr=8-97,"String backpack have one main compartment is secured with drawstring closure.    Efficient to hold your essentials.    Highly water-resistant finish to save inner items from water splashes.    Strong and durable ropes.    Designed for all types of occasions: Sports, daily use, cycling etc."
"SHALIMAR large capacity Travel bag / Storage bag / Move-in bags/ Duffel Bag - Strong, Durable , Foldable and Water Resistant ( Pack of 1 ) ( Blue )",₹247.00,4.1 out of 5 stars,270 ratings,B09TPHFMX7,,https://amazon.in/Shalimar-Capacity-Travel-Storage-Duffel/dp/B09TPHFMX7/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1675417124&sprefix=ba%2Caps%2C283&sr=8-98,Easy Backpack to carry    Convenient Handles    Easy to fold and Store    Sturdy and Durable    Closure Type: Zipper; Strap Type: Adjustable; Handle Type: Web Handle
Alifiya Polyester MacBook Laptop Sleeve Bag 16 Inch with Charger Pouch (Grey_L26),₹384.00,4.2 out of 5 stars,90 ratings,B09GP79C4C,,https://amazon.in/Alifiya-Polyester-MacBook-Charger-Grey_L26/dp/B09GP79C4C/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1675417124&sprefix=ba%2Caps%2C283&sr=8-99,"Material: Polyester Fabric PVC Coated (outer), Shock Resistance EPE Layer (middle), Lining Layer (inner); Laptop Sleeve Dimensions: 16 x 1.2 x 11 inch (L × W × H); Charger Pouch Dimension: 8 x 2.1 x 4.3 inch (L × W × H); Sleeve Weight: 175 grams; Pouch Weight: 80 grams    Compatible: 16 inch Macbook and any other Laptops    Warranty: Manufacturer- 1-year domestic warranty    Water Resistance: Yes; Dustproof: Yes; Shock Resistance: Yes    Special feature: Number of the compartment - 1; Slim desgin; Easy to carry itself or Glid into your other backpack; Charger Pouch - carry charger and other small acessories with ease"
"Eco Right Crossbody Box Sling Bags for Women & Men, Side Purse for Women Stylish Latest","₹1,699.00",4.1 out of 5 stars,38 ratings,B0B1VF26KM,B0B1VF26KM,https://amazon.in/Eco-Right-Womens-Stylish-Crossbody/dp/B0B1VF26KM/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1675417124&sprefix=ba%2Caps%2C283&sr=8-100,"SPRUCE UP WITH ENOUGH SPACE: Measuring 8.5"" width, 5.5"" height, 2.5"" deep (all-round gusset), carry all that you want with this chic & spacious side bag for girls.    SUSTAINABLE & WATERPROOF: These shoulder purses for women are extremely eco-friendly & made from water-repellant organic cotton canvas. The inner lining is made of water-resistant recycled PET bottles fabric & the inks used for printing are certified organic.    STYLISH & ADJUSTABLE STRAPS: With original designs that are cute & trendy, these exotic crossbody bags for women are light-weight with a YKK metal zipper & broad strap belt. They are perfect for travel or college & make great birthday gifts for her.    SIMPLE AND GENTLE WASH-CARE: Hand-wash these handbags in cold water or just wipe them out with a soft moist cloth to clean. Keep these bags for women stuffed when not in use to avoid wrinkles. Remove dust using sticky tape.    ETHICALLY MANUFACTURED: A small sling bag that sticks with you for a long time is a keeper! Each EcoRight bag is made with love in solar-powered and ethically certified manufacturing facilities in India."
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L","₹1,196",4.2 out of 5 stars,"2,166 ratings",,Cosmus,https://amazon.in/sspa/click?ie=UTF8&spc=MToxNzI0MjI1ODc3MDY1NzUzOjE2NzU0MTcxMjQ6c3BfYnRmOjIwMDQzMzIxMTM2NjA2OjowOjo&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JVT384%2Fref%3Dsr_1_101_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417124%26sprefix%3Dba%252Caps%252C283%26sr%3D8-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Care Instructions: Hand Wash Only    Large multi-compartment backpack with a padded sleeve for laptops, Holds up to 15 inches Laptop     Water Resistance PU Coated Durable Fabric, with padded back section for comfortable carry     Front Organizer compartments for pens, keys, and cell phone     Age Range Description: Adult; Strap Type: Cross-Body; Warranty Description: Warranty: 1 Year Warranty Against Manufacturing Defects.; Pattern Name: Solid; Closure Type: Zipper; Water Resistance Level: Water Resistant; Pocket Description: Utility Pocket"
